cluster|antecedents_description|consequents_description|support|confidence
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'pais hecho' posee el valor de  Colombia|1.0|1.0
5|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'tc tc politico' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'responsables identificados' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'tc tc politico' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'pais hecho' posee el valor de  Colombia|1.0|1.0
5|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'responsables identificados' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'pais hecho' posee el valor de  Colombia|1.0|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'responsables identificados' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'tc tc politico' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'responsables identificados' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'tc tc politico' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'tc tc politico' posee el valor de  0|1.0|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'victimas identificadas' posee el valor de  1|0.9818376068376068|0.9818376068376068
5|Cuando el atributo 'victimas identificadas' posee el valor de  1|Entonces el atributo 'responsables identificados' posee el valor de  0|0.9818376068376068|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'victimas identificadas' posee el valor de  1|0.9818376068376068|0.9818376068376068
5|Cuando el atributo 'victimas identificadas' posee el valor de  1|Entonces el atributo 'tc tc politico' posee el valor de  0|0.9818376068376068|1.0
5|Cuando el atributo 'victimas identificadas' posee el valor de  1|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9818376068376068|1.0
5|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'victimas identificadas' posee el valor de  1|0.9818376068376068|0.9818376068376068
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'victimas identificadas' posee el valor de  1|0.9818376068376068|0.9818376068376068
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'responsables identificados' posee el valor de  0|0.9818376068376068|1.0
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'tc tc politico' posee el valor de  0|0.9818376068376068|1.0
5|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'responsables identificados' posee el valor de  0|0.9818376068376068|0.9818376068376068
5|Cuando el atributo 'responsables identificados' posee el valor de  0|Entonces el atributo 'tc tc politico' posee el valor de  0|0.9818376068376068|0.9818376068376068
