Tipo|columna|variable|C_0|C_1
32|pais_hecho|Colombia|74.2|25.8
32|pais_hecho|España|0.0|100.0
32|pais_hecho|Ecuador|44.44|55.56
32|pais_hecho|Venezuela|100.0|0.0
32|pais_hecho|Brasil|100.0|0.0
32|pais_hecho|Francia|0.0|100.0
32|pais_hecho|México|0.0|100.0
32|pais_hecho|Chile|100.0|0.0
32|departamento_hecho|Antioquia|72.73|27.27
32|departamento_hecho|Putumayo|91.25|8.75
32|departamento_hecho|Meta|90.91|9.09
32|departamento_hecho|Cundinamarca|86.67|13.33
32|departamento_hecho|Cauca|64.71|35.29
32|departamento_hecho|Sucre|66.67|33.33
32|departamento_hecho|Huila|80.85|19.15
32|departamento_hecho|Risaralda|70.0|30.0
32|departamento_hecho|Sin Especificar|41.94|58.06
32|departamento_hecho|Nariño|78.35|21.65
32|departamento_hecho|Chocó|84.38|15.62
32|departamento_hecho|Cesar|90.28|9.72
32|departamento_hecho|Valle Del Cauca|58.39|41.61
32|departamento_hecho|Boyacá|97.37|2.63
32|departamento_hecho|Santander|65.91|34.09
32|departamento_hecho|Guainía|100.0|0.0
32|departamento_hecho|Magdalena|70.48|29.52
32|departamento_hecho|La Guajira|72.22|27.78
32|departamento_hecho|Quindio|50.0|50.0
32|departamento_hecho|Bogotá, D.c.|25.0|75.0
32|departamento_hecho|Norte De Santander|81.97|18.03
32|departamento_hecho|Caquetá|88.37|11.63
32|departamento_hecho|Vaupés|50.0|50.0
32|departamento_hecho|Córdoba|69.23|30.77
32|departamento_hecho|Arauca|93.33|6.67
32|departamento_hecho|Bolívar|82.5|17.5
32|departamento_hecho|Casanare|71.43|28.57
32|departamento_hecho|Guaviare|89.66|10.34
32|departamento_hecho|Atlántico|42.86|57.14
32|departamento_hecho|Tolima|75.0|25.0
32|departamento_hecho|Caldas|62.5|37.5
32|departamento_hecho|Amazonas|100.0|0.0
32|departamento_hecho|Vichada|100.0|0.0
32|ciudad_hecho|Medellín|13.33|86.67
32|ciudad_hecho|Apartadó|84.21|15.79
32|ciudad_hecho|Turbo|89.47|10.53
32|ciudad_hecho|Puerto Asís|100.0|0.0
32|ciudad_hecho|Lejanías|100.0|0.0
32|ciudad_hecho|Mapiripán|100.0|0.0
32|ciudad_hecho|Villagarzón|100.0|0.0
32|ciudad_hecho|Vistahermosa|100.0|0.0
32|ciudad_hecho|Viotá|66.67|33.33
32|ciudad_hecho|Guapí|50.0|50.0
32|ciudad_hecho|Sincelejo|0.0|100.0
32|ciudad_hecho|Isnos|40.0|60.0
32|ciudad_hecho|Belén De Umbría|100.0|0.0
32|ciudad_hecho|Pais Vasco|0.0|100.0
32|ciudad_hecho|Dosquebradas|33.33|66.67
32|ciudad_hecho|San Andrés De Tumaco|87.88|12.12
32|ciudad_hecho|Riosucio|89.47|10.53
32|ciudad_hecho|Chiriguaná|100.0|0.0
32|ciudad_hecho|Uribe|100.0|0.0
32|ciudad_hecho|Buenaventura|58.06|41.94
32|ciudad_hecho|Pauna|100.0|0.0
32|ciudad_hecho|Barrancabermeja|25.0|75.0
32|ciudad_hecho|Inírida|100.0|0.0
32|ciudad_hecho|Villavicencio|60.0|40.0
32|ciudad_hecho|Puerto Guzmán|100.0|0.0
32|ciudad_hecho|Ciénaga|90.91|9.09
32|ciudad_hecho|Riohacha|59.09|40.91
32|ciudad_hecho|Armenia|42.86|57.14
32|ciudad_hecho|Bogotá, D.c.|23.08|76.92
32|ciudad_hecho|Istmina|50.0|50.0
32|ciudad_hecho|Roldanillo|80.0|20.0
32|ciudad_hecho|San Vicente De Chucurí|100.0|0.0
32|ciudad_hecho|Bucaramanga|40.0|60.0
32|ciudad_hecho|Calima|100.0|0.0
32|ciudad_hecho|Ansermanuevo|100.0|0.0
32|ciudad_hecho|Quito|27.27|72.73
32|ciudad_hecho|Tuluá|61.54|38.46
32|ciudad_hecho|Argelia|90.0|10.0
32|ciudad_hecho|Riofrío|100.0|0.0
32|ciudad_hecho|Málaga|100.0|0.0
32|ciudad_hecho|Fonseca|100.0|0.0
32|ciudad_hecho|San Juan Del Cesar|66.67|33.33
32|ciudad_hecho|Valledupar|82.61|17.39
32|ciudad_hecho|Aracataca|78.57|21.43
32|ciudad_hecho|Convención|100.0|0.0
32|ciudad_hecho|Solano|100.0|0.0
32|ciudad_hecho|Dibulla|100.0|0.0
32|ciudad_hecho|Taraira|33.33|66.67
32|ciudad_hecho|Sin Especificar|87.5|12.5
32|ciudad_hecho|Tibú|93.75|6.25
32|ciudad_hecho|Popayán|41.67|58.33
32|ciudad_hecho|El Zulia|100.0|0.0
32|ciudad_hecho|La Jagua De Ibirico|100.0|0.0
32|ciudad_hecho|Tachira|100.0|0.0
32|ciudad_hecho|Sardinata|100.0|0.0
32|ciudad_hecho|San José De Cúcuta|54.55|45.45
32|ciudad_hecho|Tierralta|100.0|0.0
32|ciudad_hecho|Cali|22.86|77.14
32|ciudad_hecho|Mutatá|100.0|0.0
32|ciudad_hecho|Valencia|50.0|50.0
32|ciudad_hecho|Arauquita|100.0|0.0
32|ciudad_hecho|Saravena|100.0|0.0
32|ciudad_hecho|Puerto Berrío|0.0|100.0
32|ciudad_hecho|Pereira|25.0|75.0
32|ciudad_hecho|Agua De Dios|100.0|0.0
32|ciudad_hecho|Santuario|100.0|0.0
32|ciudad_hecho|Santander De Quilichao|27.27|72.73
32|ciudad_hecho|Alicante|0.0|100.0
32|ciudad_hecho|Neiva|75.0|25.0
32|ciudad_hecho|Miraflores|84.62|15.38
32|ciudad_hecho|La Montañita|57.14|42.86
32|ciudad_hecho|Mitú|66.67|33.33
32|ciudad_hecho|Florencia|87.5|12.5
32|ciudad_hecho|San Miguel|100.0|0.0
32|ciudad_hecho|San Vicente Del Caguán|88.89|11.11
32|ciudad_hecho|Quinchía|83.33|16.67
32|ciudad_hecho|Puebloviejo|85.71|14.29
32|ciudad_hecho|Valparaíso|100.0|0.0
32|ciudad_hecho|Puerto Rico|100.0|0.0
32|ciudad_hecho|La Macarena|100.0|0.0
32|ciudad_hecho|Puerto Gaitán|100.0|0.0
32|ciudad_hecho|El Carmen De Bolívar|44.44|55.56
32|ciudad_hecho|Curillo|90.91|9.09
32|ciudad_hecho|Dabeiba|95.83|4.17
32|ciudad_hecho|Samaniego|100.0|0.0
32|ciudad_hecho|Santa Marta|50.0|50.0
32|ciudad_hecho|Zona De Frontera Con Vaupés|100.0|0.0
32|ciudad_hecho|Segovia|100.0|0.0
32|ciudad_hecho|San Juan Nepomuceno|100.0|0.0
32|ciudad_hecho|El Doncello|100.0|0.0
32|ciudad_hecho|Policarpa|66.67|33.33
32|ciudad_hecho|Pore|100.0|0.0
32|ciudad_hecho|Cartagena Del Chairá|90.0|10.0
32|ciudad_hecho|Mocoa|100.0|0.0
32|ciudad_hecho|Caicedonia|0.0|100.0
32|ciudad_hecho|Alto Baudó|100.0|0.0
32|ciudad_hecho|Chimichagua|100.0|0.0
32|ciudad_hecho|Montería|40.0|60.0
32|ciudad_hecho|San José Del Guaviare|92.86|7.14
32|ciudad_hecho|El Copey|85.71|14.29
32|ciudad_hecho|Barbosa|100.0|0.0
32|ciudad_hecho|Barbacoas|100.0|0.0
32|ciudad_hecho|Trujillo|100.0|0.0
32|ciudad_hecho|Simití|100.0|0.0
32|ciudad_hecho|Sabanalarga|100.0|0.0
32|ciudad_hecho|Zona Bananera|83.33|16.67
32|ciudad_hecho|Chigorodó|36.36|63.64
32|ciudad_hecho|Ibagué|25.0|75.0
32|ciudad_hecho|Pivijay|66.67|33.33
32|ciudad_hecho|San Jacinto|100.0|0.0
32|ciudad_hecho|Puerto Leguízamo|100.0|0.0
32|ciudad_hecho|Agustín Codazzi|100.0|0.0
32|ciudad_hecho|Solita|100.0|0.0
32|ciudad_hecho|Palermo|100.0|0.0
32|ciudad_hecho|San José Del Fragua|100.0|0.0
32|ciudad_hecho|Ocaña|50.0|50.0
32|ciudad_hecho|Caracas|100.0|0.0
32|ciudad_hecho|San Martín De Loba|100.0|0.0
32|ciudad_hecho|Barranco De Loba|100.0|0.0
32|ciudad_hecho|Jamundí|100.0|0.0
32|ciudad_hecho|Palmira|80.0|20.0
32|ciudad_hecho|Fundación|50.0|50.0
32|ciudad_hecho|Santa Rosa|100.0|0.0
32|ciudad_hecho|Pasto|0.0|100.0
32|ciudad_hecho|Yumbo|20.0|80.0
32|ciudad_hecho|Olaya Herrera|100.0|0.0
32|ciudad_hecho|Bucarasica|0.0|100.0
32|ciudad_hecho|Colombia|100.0|0.0
32|ciudad_hecho|Tarqui|0.0|100.0
32|ciudad_hecho|Yondó|100.0|0.0
32|ciudad_hecho|Manaure Balcón Del Cesar|66.67|33.33
32|ciudad_hecho|Aguachica|100.0|0.0
32|ciudad_hecho|Puerto Wilches|75.0|25.0
32|ciudad_hecho|Barranco Minas|100.0|0.0
32|ciudad_hecho|Anserma|100.0|0.0
32|ciudad_hecho|Barranquilla|0.0|100.0
32|ciudad_hecho|Simacota|100.0|0.0
32|ciudad_hecho|Puerto Caicedo|60.0|40.0
32|ciudad_hecho|Landázuri|100.0|0.0
32|ciudad_hecho|Nueva Granada|100.0|0.0
32|ciudad_hecho|Gigante|100.0|0.0
32|ciudad_hecho|Hato Corozal|100.0|0.0
32|ciudad_hecho|Floridablanca|0.0|100.0
32|ciudad_hecho|Lebrija|100.0|0.0
32|ciudad_hecho|Malambo|0.0|100.0
32|ciudad_hecho|Soledad|66.67|33.33
32|ciudad_hecho|Sitionuevo|100.0|0.0
32|ciudad_hecho|Salamina|50.0|50.0
32|ciudad_hecho|Plato|40.0|60.0
32|ciudad_hecho|Tarazá|80.0|20.0
32|ciudad_hecho|San Pedro De Urabá|100.0|0.0
32|ciudad_hecho|Arjona|100.0|0.0
32|ciudad_hecho|Caloto|100.0|0.0
32|ciudad_hecho|Algarrobo|100.0|0.0
32|ciudad_hecho|Toledo|100.0|0.0
32|ciudad_hecho|Sabana De Torres|100.0|0.0
32|ciudad_hecho|Sucumbíos|100.0|0.0
32|ciudad_hecho|Necoclí|100.0|0.0
32|ciudad_hecho|Milán|100.0|0.0
32|ciudad_hecho|Zarzal|0.0|100.0
