Tipo|columna|variable|C_0|C_1|C_2|C_3|C_4|C_5|C_6
145|pais_hecho|Colombia|22.2|22.74|9.37|10.6|6.02|22.1|6.97
145|anio_inicio|1962|0.0|0.0|0.0|23.73|0.0|62.71|13.56
145|anio_inicio|2010|0.0|68.52|22.22|0.0|9.26|0.0|0.0
145|anio_inicio|2007|0.0|81.13|15.09|0.0|3.77|0.0|0.0
145|anio_inicio|2001|0.0|63.46|28.85|0.0|7.69|0.0|0.0
145|anio_inicio|1958|0.0|0.0|0.0|24.49|0.0|65.31|10.2
145|anio_inicio|1977|70.59|0.0|0.0|21.57|0.0|0.0|7.84
145|anio_inicio|2015|0.0|70.49|22.95|0.0|6.56|0.0|0.0
145|anio_inicio|1999|0.0|58.06|25.81|0.0|16.13|0.0|0.0
145|anio_inicio|1951|0.0|0.0|0.0|17.39|0.0|78.26|4.35
145|anio_inicio|1981|60.0|0.0|26.67|0.0|4.44|0.0|8.89
145|anio_inicio|1979|68.85|0.0|0.0|11.48|8.2|0.0|11.48
145|anio_inicio|1965|0.0|0.0|0.0|15.91|0.0|72.73|11.36
145|anio_inicio|1946|0.0|0.0|0.0|20.45|0.0|70.45|9.09
145|anio_inicio|2016|0.0|68.42|22.81|0.0|8.77|0.0|0.0
145|anio_inicio|1988|76.27|0.0|16.95|0.0|6.78|0.0|0.0
145|anio_inicio|1953|0.0|0.0|0.0|13.33|0.0|80.0|6.67
145|anio_inicio|1964|0.0|0.0|0.0|25.0|0.0|65.38|9.62
145|anio_inicio|1989|58.82|0.0|29.41|0.0|11.76|0.0|0.0
145|anio_inicio|1956|0.0|0.0|0.0|19.23|0.0|65.38|15.38
145|anio_inicio|1942|0.0|0.0|0.0|25.45|0.0|52.73|21.82
145|anio_inicio|1982|68.25|0.0|15.87|0.0|7.94|0.0|7.94
145|anio_inicio|1944|0.0|0.0|0.0|19.35|0.0|72.58|8.06
145|anio_inicio|1954|0.0|0.0|0.0|15.09|0.0|77.36|7.55
145|anio_inicio|1976|59.68|0.0|0.0|19.35|0.0|0.0|20.97
145|anio_inicio|2018|0.0|61.82|20.0|0.0|18.18|0.0|0.0
145|anio_inicio|2006|0.0|65.85|19.51|0.0|14.63|0.0|0.0
145|anio_inicio|2005|0.0|72.92|16.67|0.0|10.42|0.0|0.0
145|anio_inicio|1959|0.0|0.0|0.0|18.87|0.0|75.47|5.66
145|anio_inicio|1968|57.14|0.0|0.0|26.53|0.0|0.0|16.33
145|anio_inicio|2020|0.0|61.9|23.81|0.0|14.29|0.0|0.0
145|anio_inicio|2000|0.0|63.49|19.05|0.0|17.46|0.0|0.0
145|anio_inicio|1961|0.0|0.0|0.0|24.59|0.0|67.21|8.2
145|anio_inicio|1947|0.0|0.0|0.0|22.81|0.0|73.68|3.51
145|anio_inicio|1950|0.0|0.0|0.0|22.45|0.0|63.27|14.29
