Tipo|columna|variable|C_0|C_1
147|pais_hecho|Colombia|87.01|12.99
147|departamento_hecho|Amazonas|100.0|0.0
147|departamento_hecho|Antioquia|0.0|100.0
147|departamento_hecho|Arauca|100.0|0.0
147|departamento_hecho|ArchipiÃ©lago De San AndrÃ©s, Providencia Y Santa Catalina|100.0|0.0
147|departamento_hecho|AtlÃ¡ntico|100.0|0.0
147|departamento_hecho|BogotÃ¡|100.0|0.0
147|departamento_hecho|BolÃ­var|100.0|0.0
147|departamento_hecho|BoyacÃ¡|100.0|0.0
147|departamento_hecho|Caldas|100.0|0.0
147|departamento_hecho|CaquetÃ¡|100.0|0.0
147|departamento_hecho|Casanare|100.0|0.0
147|departamento_hecho|Cauca|100.0|0.0
147|departamento_hecho|Cesar|100.0|0.0
147|departamento_hecho|ChocÃ³|100.0|0.0
147|departamento_hecho|Cundinamarca|100.0|0.0
147|departamento_hecho|CÃ³rdoba|100.0|0.0
147|departamento_hecho|GuainÃ­a|100.0|0.0
147|departamento_hecho|Guaviare|100.0|0.0
147|departamento_hecho|Huila|100.0|0.0
147|departamento_hecho|La Guajira|100.0|0.0
147|departamento_hecho|Magdalena|100.0|0.0
147|departamento_hecho|Meta|100.0|0.0
147|departamento_hecho|NariÃ±o|100.0|0.0
147|departamento_hecho|Norte De Santander|100.0|0.0
147|departamento_hecho|Putumayo|100.0|0.0
147|departamento_hecho|Quindio|100.0|0.0
147|departamento_hecho|Risaralda|100.0|0.0
147|departamento_hecho|Santander|100.0|0.0
147|departamento_hecho|Sin Especificar|100.0|0.0
147|departamento_hecho|Sucre|100.0|0.0
147|departamento_hecho|Sumapaz|100.0|0.0
147|departamento_hecho|Tolima|100.0|0.0
147|departamento_hecho|Valle Del Cauca|100.0|0.0
147|departamento_hecho|VaupÃ©s|100.0|0.0
147|departamento_hecho|Vichada|100.0|0.0
147|anio_fin|2018|85.63|14.37
147|anio_fin|2015|85.16|14.84
147|anio_fin|2008|83.33|16.67
147|anio_fin|2004|87.5|12.5
147|anio_fin|2011|88.89|11.11
147|anio_fin|2016|87.32|12.68
147|anio_fin|1957|100.0|0.0
147|anio_fin|1985|90.0|10.0
147|anio_fin|1994|87.27|12.73
147|anio_fin|1965|89.47|10.53
147|anio_fin|1950|83.33|16.67
147|anio_fin|2020|89.51|10.49
147|anio_fin|1995|86.57|13.43
147|anio_fin|1993|74.19|25.81
147|anio_fin|2017|91.3|8.7
147|anio_fin|2009|81.32|18.68
147|anio_fin|1991|88.46|11.54
147|anio_fin|1998|88.89|11.11
147|anio_fin|1977|82.5|17.5
147|anio_fin|1996|88.0|12.0
147|anio_fin|2000|86.84|13.16
147|anio_fin|1992|82.98|17.02
147|anio_fin|2006|83.72|16.28
147|anio_fin|2013|84.25|15.75
147|anio_fin|1980|89.74|10.26
147|anio_fin|1972|91.67|8.33
147|anio_fin|2003|86.9|13.1
147|anio_fin|2019|88.38|11.62
147|anio_fin|1955|81.82|18.18
147|anio_fin|1982|79.55|20.45
147|anio_fin|1989|91.11|8.89
147|anio_fin|1942|0.0|100.0
147|anio_fin|2002|82.19|17.81
147|anio_fin|1971|83.33|16.67
147|anio_fin|1963|85.0|15.0
147|anio_fin|1987|85.71|14.29
147|anio_fin|1959|68.75|31.25
147|anio_fin|2010|84.76|15.24
147|anio_fin|2012|86.41|13.59
147|anio_fin|1997|83.33|16.67
147|anio_fin|2007|90.32|9.68
147|anio_fin|2001|87.18|12.82
147|anio_fin|2014|88.8|11.2
147|anio_fin|2005|84.62|15.38
147|anio_fin|1952|83.33|16.67
147|anio_fin|1984|85.42|14.58
147|anio_fin|1986|78.38|21.62
147|anio_fin|1946|80.0|20.0
147|anio_fin|1968|82.61|17.39
147|anio_fin|1983|97.62|2.38
147|anio_fin|1999|91.25|8.75
147|anio_fin|1973|82.76|17.24
147|anio_fin|1981|96.15|3.85
147|anio_fin|1951|100.0|0.0
147|anio_fin|1970|86.96|13.04
147|anio_fin|1967|92.0|8.0
147|anio_fin|1961|100.0|0.0
147|anio_fin|1962|84.0|16.0
147|anio_fin|1944|100.0|0.0
147|anio_fin|1975|89.66|10.34
147|anio_fin|1988|85.11|14.89
147|anio_fin|1990|94.23|5.77
147|anio_fin|1943|100.0|0.0
147|anio_fin|1958|84.62|15.38
147|anio_fin|1979|90.62|9.38
147|anio_fin|1969|100.0|0.0
147|anio_fin|1974|85.71|14.29
147|anio_fin|1978|87.5|12.5
147|anio_fin|1966|84.21|15.79
147|anio_fin|1960|94.44|5.56
147|anio_fin|1976|100.0|0.0
147|anio_fin|1948|77.78|22.22
147|anio_fin|1964|83.33|16.67
147|anio_fin|1953|100.0|0.0
147|anio_fin|1956|93.75|6.25
147|anio_fin|1945|80.0|20.0
147|anio_fin|1947|100.0|0.0
147|anio_fin|1954|81.82|18.18
147|anio_fin|1949|100.0|0.0
147|anio_fin|1941|100.0|0.0
147|anio_fin|1940|100.0|0.0
147|hechos_continuan|0|87.5|12.5
147|hechos_continuan|1|28.57|71.43
147|victimas_identificadas|0_a_1|87.79|12.21
147|victimas_identificadas|1_a_2|0.0|100.0
147|victimas_identificadas|5_a_6|0.0|100.0
147|victimas_identificadas|3_a_4|0.0|100.0
147|victimas_identificadas|2_a_3|95.29|4.71
147|victimas_identificadas|4_a_5|0.0|100.0
147|victimas_identificadas|-9999_a_0|0.0|100.0
147|victimas_total|4_a_5|33.33|66.67
147|victimas_total|0_a_1|89.22|10.78
147|victimas_total|6_a_7|50.0|50.0
147|victimas_total|3_a_4|12.5|87.5
147|victimas_total|1_a_2|86.02|13.98
147|victimas_total|10_a_11|0.0|100.0
147|victimas_total|8_a_9|0.0|100.0
147|victimas_total|2_a_3|0.0|100.0
147|responsables_identificados|-9999_a_0|86.58|13.42
147|responsables_identificados|0_a_1|90.06|9.94
147|responsables_identificados|1_a_2|0.0|100.0
147|responsables_identificados|2_a_3|0.0|100.0
147|cluster|0|100.0|0.0
147|cluster|1|0.0|100.0
